topic|subtopic|project
(36)  สำนักงานเขตธนบุรี|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           22,683,900 บาท!!จ.  แผนงานการโยธา                                                          !29,220,600 บาท!
(36)  สำนักงานเขตธนบุรี|แผนงานการโยธา|1.  งานการโยธา                                         13,500,400 บาท!!2.  โครงการก่อสร้างศูนย์บริการสาธารณสุข 27!!จันทร์ ฉิมไพบูลย์                                     15,720,200 บาท!
(36)  สำนักงานเขตธนบุรี|แผนงานพัฒนาสภาวะสิ่งแวดล้อม|งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม                  21,102,100 บาท!!ช.  แผนงานพัฒนาสภาวะสิ่งแวดล้อม                                           !21,314,800 บาท!
(36)  สำนักงานเขตธนบุรี|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              21,314,800 บาท!!ซ.  แผนงานพัฒนาชุมชน                                                      !20,726,200 บาท!
(36)  สำนักงานเขตธนบุรี|แผนงานอนามัยสิ่งแวดล้อม|งานพัฒนาชุมชน                                          20,726,200 บาท!!ฌ. แผนงานอนามัยสิ่งแวดล้อม                                                  !5,435,900 บาท!
(36)  สำนักงานเขตธนบุรี|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         5,435,900 บาท!!ญ. แผนงานบริหารการศึกษา                                                   !72,484,100 บาท!
(37)  สำนักงานเขตคลองสาน|แผนงานบริหารการศึกษา|งานบริหารการศึกษา                                      72,484,100 บาท!!(37)  สำนักงานเขตคลองสาน                                                รวม    !    309,402,000 บาท!
(37)  สำนักงานเขตคลองสาน|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          20,676,100 บาท!!2.  งานทะเบียน                                           6,173,800 บาท!
(37)  สำนักงานเขตคลองสาน|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     6,015,500 บาท!!2.  งานบริหารการจัดเก็บรายได้                            4,808,200 บาท!
(37)  สำนักงานเขตคลองสาน|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                   120,720,400 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !22,063,900 บาท!
(37)  สำนักงานเขตคลองสาน|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           22,063,900 บาท!!จ.  แผนงานการโยธา                                                          !20,654,300 บาท!
(37)  สำนักงานเขตคลองสาน|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|งานการโยธา                                              20,654,300 บาท!!ฉ.  แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม                              !9,481,400 บาท!
(37)  สำนักงานเขตคลองสาน|แผนงานพัฒนาสภาวะสิ่งแวดล้อม|งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม                   9,481,400 บาท!!ช.  แผนงานพัฒนาสภาวะสิ่งแวดล้อม                                           !20,835,500 บาท!
(37)  สำนักงานเขตคลองสาน|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              20,835,500 บาท!!ซ.  แผนงานพัฒนาชุมชน                                                      !16,381,900 บาท!
(37)  สำนักงานเขตคลองสาน|แผนงานอนามัยสิ่งแวดล้อม|งานพัฒนาชุมชน                                          16,381,900 บาท!!ฌ. แผนงานอนามัยสิ่งแวดล้อม                                                  !6,052,000 บาท!
(37)  สำนักงานเขตคลองสาน|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         6,052,000 บาท!!ญ. แผนงานบริหารการศึกษา                                                   !55,539,000 บาท!
(38)  สำนักงานเขตบางกอกใหญ่|แผนงานบริหารการศึกษา|งานบริหารการศึกษา                                      55,539,000 บาท!!(38)  สำนักงานเขตบางกอกใหญ่                                             รวม    !    267,938,900 บาท!
(38)  สำนักงานเขตบางกอกใหญ่|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          19,030,800 บาท!!2.  งานทะเบียน                                           7,986,300 บาท!
(38)  สำนักงานเขตบางกอกใหญ่|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     5,416,500 บาท!!2.  งานบริหารการจัดเก็บรายได้                            4,885,800 บาท!
(38)  สำนักงานเขตบางกอกใหญ่|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                     97,332,400 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !13,548,400 บาท!
(38)  สำนักงานเขตบางกอกใหญ่|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           13,548,400 บาท!!จ.  แผนงานการโยธา                                                          !17,889,100 บาท!
(38)  สำนักงานเขตบางกอกใหญ่|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|งานการโยธา                                              17,889,100 บาท!!ฉ.  แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม                             !34,636,000 บาท!
(38)  สำนักงานเขตบางกอกใหญ่|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|1.  งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม              27,541,200 บาท!!2.  โครงการก่อสร้างเขื่อน ค.ส.ล. (ดาดท้องคลอง)!!คลองต้นไทร ซอยเพชรเกษม 7                              7,094,800 บาท!
(38)  สำนักงานเขตบางกอกใหญ่|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              13,464,900 บาท!!ซ.  แผนงานพัฒนาชุมชน                                                      !11,384,700 บาท!
(38)  สำนักงานเขตบางกอกใหญ่|แผนงานอนามัยสิ่งแวดล้อม|งานพัฒนาชุมชน                                          11,384,700 บาท!!ฌ. แผนงานอนามัยสิ่งแวดล้อม                                                  !6,702,500 บาท!
(38)  สำนักงานเขตบางกอกใหญ่|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         6,702,500 บาท!!ญ. แผนงานบริหารการศึกษา                                                   !35,661,500 บาท!
(39)  สำนักงานเขตบางกอกน้อย|แผนงานบริหารการศึกษา|งานบริหารการศึกษา                                      35,661,500 บาท!!(39)  สำนักงานเขตบางกอกน้อย                                             รวม    !    416,491,388 บาท!
(39)  สำนักงานเขตบางกอกน้อย|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          37,175,400 บาท!!2.  งานทะเบียน                                           8,573,500 บาท!
(39)  สำนักงานเขตบางกอกน้อย|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     5,563,600 บาท!!2.  งานบริหารการจัดเก็บรายได้                            4,981,700 บาท!
(39)  สำนักงานเขตบางกอกน้อย|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                   152,383,300 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !23,892,400 บาท!
(39)  สำนักงานเขตบางกอกน้อย|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           23,892,400 บาท!!จ.  แผนงานการโยธา                                                          !19,732,700 บาท!
(39)  สำนักงานเขตบางกอกน้อย|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|งานการโยธา                                              19,732,700 บาท!!ฉ.  แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม                             !50,636,188 บาท!
(39)  สำนักงานเขตบางกอกน้อย|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|1.  งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม              12,988,600 บาท!!2.  โครงการก่อสร้างเขื่อน ค.ส.ล. (ดาดท้องคลอง)!!คลองวัดยางจากถนนจรัญสนิทวงศ์!!ถึงคลองบางขุนศรี                                         37,647,588 บาท!
(39)  สำนักงานเขตบางกอกน้อย|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              12,214,200 บาท!!ซ.  แผนงานพัฒนาชุมชน                                                      !38,125,200 บาท!
(39)  สำนักงานเขตบางกอกน้อย|แผนงานอนามัยสิ่งแวดล้อม|งานพัฒนาชุมชน                                          38,125,200 บาท!!ฌ. แผนงานอนามัยสิ่งแวดล้อม                                                  !7,870,300 บาท!
(39)  สำนักงานเขตบางกอกน้อย|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         7,870,300 บาท!!ญ. แผนงานบริหารการศึกษา                                                   !55,342,900 บาท!
(40)  สำนักงานเขตตลิ่งชัน|แผนงานบริหารการศึกษา|งานบริหารการศึกษา                                      55,342,900 บาท!!(40)  สำนักงานเขตตลิ่งชัน                                                  รวม !       402,209,640 บาท!
(40)  สำนักงานเขตตลิ่งชัน|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          17,989,940 บาท!!2.  งานทะเบียน                                           7,530,100 บาท!
(40)  สำนักงานเขตตลิ่งชัน|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     5,663,000 บาท!!2.  งานบริหารการจัดเก็บรายได้                            5,866,400 บาท!
(40)  สำนักงานเขตตลิ่งชัน|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                   102,870,200 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !18,683,800 บาท!
(40)  สำนักงานเขตตลิ่งชัน|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           18,683,800 บาท!!จ.  แผนงานการโยธา                                                          !77,956,600 บาท!
(40)  สำนักงานเขตตลิ่งชัน|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|งานการโยธา                                              77,956,600 บาท!!ฉ.  แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม                             !11,723,400 บาท!
(40)  สำนักงานเขตตลิ่งชัน|แผนงานพัฒนาสภาวะสิ่งแวดล้อม|งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม                  11,723,400 บาท!!ช.  แผนงานพัฒนาสภาวะสิ่งแวดล้อม                                           !39,335,700 บาท!
(40)  สำนักงานเขตตลิ่งชัน|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              39,335,700 บาท!!ซ.  แผนงานพัฒนาชุมชน                                                      !22,623,500 บาท!
(40)  สำนักงานเขตตลิ่งชัน|แผนงานอนามัยสิ่งแวดล้อม|งานพัฒนาชุมชน                                          22,623,500 บาท!!ฌ. แผนงานอนามัยสิ่งแวดล้อม                                                  !6,399,400 บาท!
(40)  สำนักงานเขตตลิ่งชัน|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         6,399,400 บาท!!ญ. แผนงานบริหารการศึกษา                                                   !85,567,600 บาท!
(41)  สำนักงานเขตภาษีเจริญ|แผนงานบริหารการศึกษา|งานบริหารการศึกษา                                      85,567,600 บาท!!(41)  สำนักงานเขตภาษีเจริญ                                               รวม   !     384,617,500 บาท!
(41)  สำนักงานเขตภาษีเจริญ|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          22,084,900 บาท!!2.  งานทะเบียน                                           8,775,900 บาท!
(41)  สำนักงานเขตภาษีเจริญ|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     5,640,100 บาท!!2.  งานบริหารการจัดเก็บรายได้                            5,474,300 บาท!
(41)  สำนักงานเขตภาษีเจริญ|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                   113,150,900 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !22,362,300 บาท!
(41)  สำนักงานเขตภาษีเจริญ|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           22,362,300 บาท!!จ.  แผนงานการโยธา                                                          !35,188,900 บาท!
(41)  สำนักงานเขตภาษีเจริญ|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|งานการโยธา                                              35,188,900 บาท!!ฉ.  แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม                             !17,859,700 บาท!
(41)  สำนักงานเขตภาษีเจริญ|แผนงานพัฒนาสภาวะสิ่งแวดล้อม|งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม                  17,859,700 บาท!!!ช.  แผนงานพัฒนาสภาวะสิ่งแวดล้อม                                           !18,993,700 บาท!
(41)  สำนักงานเขตภาษีเจริญ|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              18,993,700 บาท!!ซ.  แผนงานพัฒนาชุมชน                                                      !18,363,600 บาท!
(41)  สำนักงานเขตภาษีเจริญ|แผนงานอนามัยสิ่งแวดล้อม|งานพัฒนาชุมชน                                          18,363,600 บาท!!ฌ. แผนงานอนามัยสิ่งแวดล้อม                                                  !6,349,900 บาท!
(41)  สำนักงานเขตภาษีเจริญ|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         6,349,900 บาท!!ญ. แผนงานบริหารการศึกษา                                                 !110,373,300 บาท!
(41)  สำนักงานเขตภาษีเจริญ|แผนงานบริหารการศึกษา|1.  งานบริหารการศึกษา                                  97,898,600 บาท!!2.  โครงการก่อสร้างอาคารอเนกประสงค์ 3 ชั้น!!โรงเรียนบางจาก (โกมลประเสริฐอุทิศ)                     12,474,700 บาท!
(42)  สำนักงานเขตหนองแขม|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          22,655,100 บาท!!2.  งานทะเบียน                                           8,108,500 บาท!
(42)  สำนักงานเขตหนองแขม|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     6,686,800 บาท!!2.  งานบริหารการจัดเก็บรายได้                            6,556,000 บาท!
(42)  สำนักงานเขตหนองแขม|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                   103,442,000 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !16,111,800 บาท!
(42)  สำนักงานเขตหนองแขม|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           16,111,800 บาท!!จ.  แผนงานการโยธา                                                          !59,526,300 บาท!
(42)  สำนักงานเขตหนองแขม|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|งานการโยธา                                              59,526,300 บาท!!ฉ.  แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม                             !19,077,500 บาท!
(42)  สำนักงานเขตหนองแขม|แผนงานพัฒนาสภาวะสิ่งแวดล้อม|งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม                  19,077,500 บาท!!ช.  แผนงานพัฒนาสภาวะสิ่งแวดล้อม                                           !34,385,200 บาท!
(42)  สำนักงานเขตหนองแขม|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              34,385,200 บาท!!ซ.  แผนงานพัฒนาชุมชน                                                      !61,318,000 บาท!
(42)  สำนักงานเขตหนองแขม|แผนงานอนามัยสิ่งแวดล้อม|งานพัฒนาชุมชน                                          61,318,000 บาท!!!ฌ. แผนงานอนามัยสิ่งแวดล้อม                                                  !5,738,900 บาท!
(42)  สำนักงานเขตหนองแขม|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         5,738,900 บาท!!ญ. แผนงานบริหารการศึกษา                                                   !77,299,300 บาท!
(43)  สำนักงานเขตบางขุนเทียน|แผนงานบริหารการศึกษา|งานบริหารการศึกษา                                      77,299,300 บาท!!(43)  สำนักงานเขตบางขุนเทียน                                             รวม   !     579,297,000 บาท!
(43)  สำนักงานเขตบางขุนเทียน|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          27,859,600 บาท!!2.  งานทะเบียน                                           7,811,700 บาท!
(43)  สำนักงานเขตบางขุนเทียน|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     5,778,400 บาท!!2.  งานบริหารการจัดเก็บรายได้                            6,839,700 บาท!
(43)  สำนักงานเขตบางขุนเทียน|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                   151,825,100 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !19,210,600 บาท!
(43)  สำนักงานเขตบางขุนเทียน|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           19,210,600 บาท!!จ.  แผนงานการโยธา                                                          !94,918,800 บาท!
(43)  สำนักงานเขตบางขุนเทียน|แผนงานการโยธา|1.  งานการโยธา                                         85,546,400 บาท!!2.  โครงการก่อสร้างสะพานทางเดินเลียบเส้นทาง!ศึกษาและชมธรรมชาติป่าชายเลน ชายทะเลกรุงเทพ         9,372,400 บาท!
(43)  สำนักงานเขตบางขุนเทียน|แผนงานพัฒนาสภาวะสิ่งแวดล้อม|งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม                  24,594,700 บาท!!ช.  แผนงานพัฒนาสภาวะสิ่งแวดล้อม                                           !24,387,500 บาท!
(43)  สำนักงานเขตบางขุนเทียน|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              24,387,500 บาท!!ซ.  แผนงานพัฒนาชุมชน                                                      !27,092,900 บาท!
(43)  สำนักงานเขตบางขุนเทียน|แผนงานอนามัยสิ่งแวดล้อม|งานพัฒนาชุมชน                                          27,092,900 บาท!!ฌ. แผนงานอนามัยสิ่งแวดล้อม                                                  !7,353,000 บาท!
(43)  สำนักงานเขตบางขุนเทียน|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         7,353,000 บาท!!ญ. แผนงานบริหารการศึกษา                                                 !181,625,000 บาท!
(44)  สำนักงานเขตราษฎร์บูรณะ|แผนงานบริหารการศึกษา|งานบริหารการศึกษา                                    181,625,000 บาท!!(44)  สำนักงานเขตราษฎร์บูรณะ                                            รวม    !    298,729,000 บาท!
(44)  สำนักงานเขตราษฎร์บูรณะ|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          21,886,100 บาท!!2.  งานทะเบียน                                           7,117,400 บาท!
(44)  สำนักงานเขตราษฎร์บูรณะ|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     6,313,500 บาท!!2.  งานบริหารการจัดเก็บรายได้                            5,410,200 บาท!
(44)  สำนักงานเขตราษฎร์บูรณะ|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                   103,980,800 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !17,566,100 บาท!
(44)  สำนักงานเขตราษฎร์บูรณะ|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           17,566,100 บาท!!จ.  แผนงานการโยธา                                                          !13,363,700 บาท!
(44)  สำนักงานเขตราษฎร์บูรณะ|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|งานการโยธา                                              13,363,700 บาท!!ฉ.  แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม                             !29,062,100 บาท!
(44)  สำนักงานเขตราษฎร์บูรณะ|แผนงานพัฒนาสภาวะสิ่งแวดล้อม|งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม                  29,062,100 บาท!!ช.  แผนงานพัฒนาสภาวะสิ่งแวดล้อม                                           !20,921,000 บาท!
(44)  สำนักงานเขตราษฎร์บูรณะ|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              20,921,000 บาท!!ซ.  แผนงานพัฒนาชุมชน                                                      !17,128,300 บาท!
(44)  สำนักงานเขตราษฎร์บูรณะ|แผนงานอนามัยสิ่งแวดล้อม|งานพัฒนาชุมชน                                          17,128,300 บาท!!ฌ. แผนงานอนามัยสิ่งแวดล้อม                                                  !6,312,600 บาท!
(44)  สำนักงานเขตราษฎร์บูรณะ|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         6,312,600 บาท!!ญ. แผนงานบริหารการศึกษา                                                   !49,667,200 บาท!
(45)  สำนักงานเขตดอนเมือง|แผนงานบริหารการศึกษา|งานบริหารการศึกษา                                      49,667,200 บาท!!(45)  สำนักงานเขตดอนเมือง                                                รวม   !     422,753,800 บาท!
(45)  สำนักงานเขตดอนเมือง|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          19,921,000 บาท!!2.  งานทะเบียน                                           9,928,000 บาท!
(45)  สำนักงานเขตดอนเมือง|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     6,047,300 บาท!!2.  งานบริหารการจัดเก็บรายได้                            5,153,700 บาท!
(45)  สำนักงานเขตดอนเมือง|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                   123,195,500 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !18,582,500 บาท!
(45)  สำนักงานเขตดอนเมือง|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           18,582,500 บาท!!จ.  แผนงานการโยธา                                                          !77,035,000 บาท!
(45)  สำนักงานเขตดอนเมือง|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|งานการโยธา                                              77,035,000 บาท!!ฉ.  แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม                             !24,314,200 บาท!
(45)  สำนักงานเขตดอนเมือง|แผนงานพัฒนาสภาวะสิ่งแวดล้อม|งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม                  24,314,200 บาท!!ช.  แผนงานพัฒนาสภาวะสิ่งแวดล้อม                                           !27,481,900 บาท!
(45)  สำนักงานเขตดอนเมือง|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              27,481,900 บาท!!ซ.  แผนงานพัฒนาชุมชน                                                      !29,349,400 บาท!
(45)  สำนักงานเขตดอนเมือง|แผนงานอนามัยสิ่งแวดล้อม|งานพัฒนาชุมชน                                          29,349,400 บาท!!ฌ. แผนงานอนามัยสิ่งแวดล้อม                                                  !4,478,600 บาท!
(45)  สำนักงานเขตดอนเมือง|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         4,478,600 บาท!!ญ. แผนงานบริหารการศึกษา                                                   !77,266,700 บาท!
(46)  สำนักงานเขตจตุจักร|แผนงานบริหารการศึกษา|งานบริหารการศึกษา                                      77,266,700 บาท!!(46)  สำนักงานเขตจตุจักร                                                  รวม  !      534,717,800 บาท!
(46)  สำนักงานเขตจตุจักร|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          20,562,800 บาท!!2.  งานทะเบียน                                          10,000,900 บาท!
(46)  สำนักงานเขตจตุจักร|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     5,164,800 บาท!!2.  งานบริหารการจัดเก็บรายได้                            7,565,700 บาท!
(46)  สำนักงานเขตจตุจักร|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                   236,229,900 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !27,277,200 บาท!
(46)  สำนักงานเขตจตุจักร|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           27,277,200 บาท!!จ.  แผนงานการโยธา                                                          !55,246,900 บาท!
(46)  สำนักงานเขตจตุจักร|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|งานการโยธา                                              55,246,900 บาท!!ฉ.  แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม                             !14,512,000 บาท!
(46)  สำนักงานเขตจตุจักร|แผนงานพัฒนาสภาวะสิ่งแวดล้อม|งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม                  14,512,000 บาท!!ช.  แผนงานพัฒนาสภาวะสิ่งแวดล้อม                                           !30,886,500 บาท!
(46)  สำนักงานเขตจตุจักร|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              30,886,500 บาท!!ซ.  แผนงานพัฒนาชุมชน                                                      !37,381,400 บาท!
(46)  สำนักงานเขตจตุจักร|แผนงานพัฒนาชุมชน|1.  งานพัฒนาชุมชน                                      27,467,100 บาท!!2.  โครงการก่อสร้างอาคารศูนย์ฝึกอาชีพ 5 ชั้น!!สำนักงานเขตจตุจักร                                       9,914,300 บาท!
(46)  สำนักงานเขตจตุจักร|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         8,091,900 บาท!!ญ. แผนงานบริหารการศึกษา                                                   !81,797,800 บาท!
(47)  สำนักงานเขตลาดพร้าว|แผนงานบริหารการศึกษา|งานบริหารการศึกษา                                      81,797,800 บาท!!(47)  สำนักงานเขตลาดพร้าว                                                รวม   !     376,722,000 บาท!
(47)  สำนักงานเขตลาดพร้าว|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          21,592,600 บาท!!2.  งานทะเบียน                                           8,481,500 บาท!
(47)  สำนักงานเขตลาดพร้าว|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     5,720,600 บาท!!2.  งานบริหารการจัดเก็บรายได้                            5,932,200 บาท!
(47)  สำนักงานเขตลาดพร้าว|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                   123,825,000 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !14,818,400 บาท!
(47)  สำนักงานเขตลาดพร้าว|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           14,818,400 บาท!!จ.  แผนงานการโยธา                                                          !54,293,400 บาท!
(47)  สำนักงานเขตลาดพร้าว|แผนงานการโยธา|1.  งานการโยธา                                         46,115,400 บาท!!2.  โครงการปรับปรุงซอยนาคนิวาส 48!!จากถนนนาคนิวาสถึงสุดระยะที่กำหนด                      8,178,000 บาท!
(47)  สำนักงานเขตลาดพร้าว|แผนงานพัฒนาสภาวะสิ่งแวดล้อม|งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม                  33,222,200 บาท!!ช.  แผนงานพัฒนาสภาวะสิ่งแวดล้อม                                           !21,658,100 บาท!
